Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2,Self_Employed,774228,21,no,2,3,16,4,4,1,1,flat,10,Penang,3,7268,619269,15274,Accept,7
2,Self_Employed,432032,22,yes,2,3,16,4,4,1,2,flat,10,Penang,3,4697,889914,11761,Accept,7
2,Self_Employed,470178,24,no,2,3,16,4,4,1,2,flat,10,Penang,2,11746,984580,17152,Accept,7
2,Self_Employed,426355,21,yes,2,3,16,4,4,1,2,flat,10,Penang,3,10530,1418409,9696,Accept,8
2,Self_Employed,737121,21,no,2,3,16,4,4,1,1,flat,10,Penang,2,9896,885487,15092,Accept,8
2,Self_Employed,361303,19,yes,2,3,16,4,4,1,3,flat,10,Penang,1,4734,1044811,16074,Accept,6
2,Self_Employed,358690,11,no,2,3,16,4,4,1,1,flat,10,Penang,1,5717,843336,7918,Accept,7
2,Self_Employed,141894,19,yes,2,3,16,4,4,1,1,flat,10,Penang,2,7108,1399582,14763,Accept,9
2,Self_Employed,375531,17,no,2,3,16,4,4,1,3,flat,10,Penang,1,9391,1387477,17999,Accept,9
2,Self_Employed,741450,13,yes,2,3,16,4,4,1,2,flat,10,Penang,1,6431,466210,10732,Reject,8
2,Self_Employed,543826,22,no,2,3,16,4,4,1,1,flat,10,Penang,2,6039,1397567,10751,Accept,9
2,Self_Employed,282640,11,yes,2,3,16,4,4,1,3,flat,10,Penang,1,4764,1083359,17296,Accept,7
2,Self_Employed,157339,24,no,2,3,16,4,4,1,3,flat,10,Penang,2,8359,1021353,7587,Accept,8
2,Self_Employed,518073,15,yes,2,3,16,4,4,1,1,flat,10,Penang,2,3915,601178,11733,Accept,9
2,Self_Employed,166173,14,no,2,3,16,4,4,1,1,flat,10,Penang,2,12213,1273635,13003,Reject,8
2,Self_Employed,344384,16,yes,2,3,16,4,4,1,3,flat,10,Penang,1,11651,725565,15391,Accept,9
2,Self_Employed,135305,13,no,2,3,16,4,4,1,2,flat,10,Penang,3,6676,1190727,15375,Accept,9
2,Self_Employed,475120,24,yes,2,3,16,4,4,1,2,flat,10,Penang,3,12056,1078443,15602,Accept,7
2,Self_Employed,491736,12,no,2,3,16,4,4,1,1,flat,10,Penang,3,4267,1092177,19057,Accept,9
2,Self_Employed,115947,21,yes,2,3,16,4,4,1,2,flat,10,Penang,2,12276,1335147,8782,Reject,9
2,Self_Employed,648944,11,no,2,3,16,4,4,1,3,flat,10,Penang,3,10940,454085,7523,Reject,9
2,Self_Employed,571970,23,yes,2,3,16,4,4,1,2,flat,10,Penang,2,9304,1378054,17464,Accept,9
2,Self_Employed,106817,10,no,2,3,16,4,4,1,2,flat,10,Penang,3,11446,744119,18788,Accept,9
2,Self_Employed,365550,20,yes,2,3,16,4,4,1,1,flat,10,Penang,2,4786,946170,19449,Accept,6
2,Self_Employed,415740,10,no,2,3,16,4,4,1,2,flat,10,Penang,2,8908,1354907,15257,Accept,6
2,Self_Employed,294875,13,yes,2,3,16,4,4,1,3,flat,10,Penang,1,5055,733282,17876,Accept,8
2,Self_Employed,378806,21,no,2,3,16,4,4,1,2,flat,10,Penang,2,4920,1249323,7633,Reject,8
2,Self_Employed,364718,13,yes,2,3,16,4,4,1,1,flat,10,Penang,1,6111,1411937,14483,Accept,7
2,Self_Employed,456350,24,no,2,3,16,4,4,1,1,flat,10,Penang,3,7810,1044401,19575,Accept,8
2,Self_Employed,344139,17,yes,2,3,16,4,4,1,2,flat,10,Penang,3,5735,542902,10836,Accept,8
2,Self_Employed,530371,17,no,2,3,16,4,4,1,1,flat,10,Penang,2,8569,1427055,18943,Accept,7
2,Self_Employed,228899,16,yes,2,3,16,4,4,1,2,flat,10,Penang,2,6325,665725,16011,Accept,8
2,Self_Employed,444238,19,no,2,3,16,4,4,1,1,flat,10,Penang,3,12227,1297843,10876,Accept,9
2,Self_Employed,248309,23,yes,2,3,16,4,4,1,1,flat,10,Penang,3,6857,800701,12792,Reject,8
2,Self_Employed,407247,10,no,2,3,16,4,4,1,3,flat,10,Penang,2,10904,1348135,16044,Accept,6
2,Self_Employed,336094,13,yes,3,4,16,4,4,1,1,flat,10,Penang,3,10389,945566,18428,Accept,6
2,Self_Employed,219500,15,no,3,4,16,4,4,1,3,flat,10,Penang,3,11207,449236,9055,Accept,7
2,Self_Employed,637056,17,yes,3,4,16,4,4,1,3,flat,10,Penang,1,12061,1289544,8452,Accept,7
2,Self_Employed,318674,16,no,3,4,16,4,4,1,3,flat,10,Penang,1,6301,532190,13230,Reject,9
2,Self_Employed,373573,17,yes,3,4,16,4,4,1,2,flat,10,Penang,3,12469,947103,19988,Accept,9
2,Self_Employed,443310,15,no,3,4,16,4,4,1,3,flat,10,Penang,1,10055,1172479,10639,Accept,8
2,Self_Employed,641293,22,yes,3,4,16,4,4,1,1,flat,10,Penang,1,11808,684215,11216,Reject,7
2,Self_Employed,268761,15,no,3,4,16,4,4,1,2,flat,10,Penang,3,3867,1417543,9764,Accept,6
2,Self_Employed,596337,16,yes,3,4,16,4,4,1,3,flat,10,Penang,3,7642,1376480,15006,Accept,8
2,Self_Employed,291019,21,no,3,4,16,4,4,1,2,flat,10,Penang,1,7907,859543,19317,Accept,6
2,Self_Employed,204599,19,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,11783,1138519,17237,Reject,9
2,Self_Employed,467529,14,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,10060,741383,10359,Accept,7
2,Self_Employed,211989,13,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,10459,1366244,9629,Accept,6
2,Self_Employed,792056,11,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,7688,437234,17108,Accept,9
2,Self_Employed,350508,12,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,8512,1441158,14635,Reject,7
2,Self_Employed,170164,13,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,5879,687860,13862,Accept,7
2,Self_Employed,576387,11,yes,3,4,16,4,4,1,2,bungalow,10,Penang,3,7531,606128,17337,Accept,8
2,Self_Employed,195499,13,no,3,4,16,4,4,1,2,bungalow,10,Penang,1,12368,1428551,19445,Accept,7
2,Self_Employed,697357,24,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,7475,1112142,14162,Accept,9
2,Self_Employed,318438,21,no,3,4,16,4,4,1,1,bungalow,10,Penang,2,5922,1077122,12834,Reject,8
2,Self_Employed,766182,16,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,6979,435569,16292,Reject,8
2,Self_Employed,182087,16,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,4742,844648,18413,Accept,6
2,Self_Employed,612121,15,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,5870,1368178,8390,Accept,8
2,Self_Employed,128685,19,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,12096,667100,10966,Reject,8
2,Self_Employed,104585,14,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,7727,1216289,18739,Accept,7
2,Self_Employed,293746,15,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,8549,925539,9405,Accept,8
2,Self_Employed,789501,16,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,3861,1054870,18399,Accept,7
2,Self_Employed,502058,21,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,5769,1118774,11328,Accept,9
2,Self_Employed,340279,18,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,7948,1365121,16305,Accept,8
2,Self_Employed,130621,18,no,3,4,16,4,4,1,2,bungalow,10,Penang,1,7361,1340245,14186,Accept,6
2,Self_Employed,356616,14,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,10163,721239,19850,Accept,9
2,Self_Employed,579470,17,no,3,4,16,4,4,1,1,bungalow,10,Penang,2,8894,463220,13079,Accept,9
2,Self_Employed,500160,21,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,6968,524792,18334,Accept,7
2,Self_Employed,248202,21,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,10755,577491,13120,Accept,7
2,Self_Employed,366043,17,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,6616,821926,12015,Accept,9
2,Self_Employed,140661,23,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,6720,1079666,16238,Accept,9
2,Self_Employed,289961,12,yes,3,4,16,4,4,1,3,bungalow,10,Penang,1,4606,781934,9887,Reject,7
2,Self_Employed,110315,20,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,12108,548360,11231,Accept,7
2,Self_Employed,217984,24,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,12314,425664,7907,Reject,7
2,Self_Employed,570729,18,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,9738,655141,13748,Accept,7
2,Self_Employed,421538,13,yes,3,4,16,4,4,1,3,bungalow,10,Penang,1,11293,1394323,19594,Accept,8
2,Self_Employed,596914,15,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,9582,851786,18184,Accept,6
2,Self_Employed,230648,22,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,5674,1123705,8386,Accept,6
2,Self_Employed,689778,15,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,9408,930004,9679,Reject,9
2,Self_Employed,437660,19,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,12127,1243399,8299,Accept,8
2,Self_Employed,396242,24,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,7992,1024380,14020,Accept,6
2,Self_Employed,102963,10,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,5937,960854,12574,Accept,7
2,Self_Employed,300454,20,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,4171,449725,11343,Reject,6
2,Self_Employed,546682,18,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,9112,447829,19146,Accept,6
2,Self_Employed,748944,12,no,3,4,16,4,4,1,1,bungalow,10,Penang,2,9597,941089,8283,Accept,7
7,government,116138,19,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,5004,898073,18698,Accept,9
7,government,358240,19,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,5262,1095865,12196,Accept,7
7,government,342936,23,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,10079,614246,18072,Accept,6
7,government,598963,22,no,3,4,16,4,4,1,2,bungalow,10,Penang,1,7190,872797,15273,Accept,9
7,government,571653,10,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,12328,744368,19484,Reject,8
7,government,625219,24,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,10022,1024961,12785,Accept,9
7,government,442070,10,yes,3,4,16,4,4,1,3,bungalow,10,Penang,1,10091,636255,14236,Accept,6
7,government,492520,21,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,8151,895911,19199,Accept,8
7,government,253050,19,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,6687,1054653,11152,Accept,8
7,government,648467,24,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,4556,896621,17621,Accept,9
7,government,319529,21,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,6110,706919,18603,Accept,8
7,government,334830,16,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,7731,1390125,9487,Accept,9
7,government,107232,23,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,10135,1041165,19764,Accept,6
7,government,344544,10,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,7398,1272151,17377,Accept,8
7,government,163543,23,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,9288,604682,12381,Accept,6
7,government,601606,11,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,5124,1200038,9649,Accept,8
7,government,716179,13,yes,3,4,16,4,4,1,3,bungalow,10,Penang,1,8108,702632,13350,Accept,8
7,government,347803,23,no,3,4,16,4,4,1,1,bungalow,10,Penang,1,12179,581802,16682,Accept,8
7,government,382075,23,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,7353,867394,19087,Accept,8
7,government,189774,22,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,10468,649569,17657,Reject,7
7,government,596777,17,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,8305,1423457,13104,Reject,9
7,government,338180,18,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,12316,1090645,8436,Accept,8
7,government,543164,23,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,10217,1220179,7527,Accept,6
7,government,460428,16,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,12097,883551,14176,Accept,7
7,government,211980,16,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,10013,668293,13202,Accept,8
7,government,313808,11,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,5771,1213010,18866,Accept,8
7,government,584587,10,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,6782,1104726,14545,Accept,6
7,government,177579,15,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,8617,1120508,16384,Accept,6
7,government,333565,16,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,5389,788939,19070,Reject,9
7,government,538263,11,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,3850,733442,17571,Accept,8
7,government,302265,22,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,8860,618193,10825,Reject,8
7,government,365880,19,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,7807,1176216,11229,Accept,6
7,government,212735,22,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,4278,576209,11186,Accept,6
7,government,194735,15,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,10786,1220494,10810,Reject,9
7,government,775338,20,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,9390,1206994,9316,Accept,6
7,government,326762,23,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,10236,539185,17181,Reject,8
7,government,397648,11,yes,3,4,16,4,4,1,3,bungalow,10,Penang,1,8061,1255915,17099,Accept,9
7,government,245529,13,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,11983,997527,11300,Accept,8
7,government,363919,18,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,7732,842578,9171,Accept,6
7,government,194326,15,no,3,4,16,4,4,1,2,bungalow,10,Penang,1,5052,583001,14107,Reject,6
7,government,786008,20,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,5356,1087489,19574,Accept,8
7,government,686336,15,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,3768,759856,8754,Accept,6
7,government,110756,22,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,6052,609629,18176,Accept,8
7,government,269629,16,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,3961,1187129,17063,Accept,9
7,government,466015,18,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,7022,1296275,14590,Accept,8
7,government,549144,21,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,10446,925710,7995,Accept,8
7,government,172716,19,yes,3,4,16,4,4,1,2,bungalow,10,Penang,3,4014,1006770,10047,Accept,8
7,government,102800,13,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,8871,470961,13511,Accept,6
7,government,420665,15,yes,3,4,16,4,4,1,1,bungalow,10,Penang,2,4738,1013125,14120,Accept,8
7,government,737945,18,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,6725,1414835,8333,Accept,8
7,government,373391,24,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,6525,665907,19096,Accept,6
7,government,129187,16,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,11361,562789,7628,Accept,8
7,government,178400,19,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,10355,895316,16678,Accept,6
7,government,551777,11,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,8025,591575,10935,Accept,9
7,government,790233,11,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,7112,918331,12960,Accept,9
7,government,262146,18,no,3,4,16,4,4,1,3,bungalow,10,Penang,3,6681,592975,14446,Reject,7
7,government,636325,10,yes,3,4,16,4,4,1,1,bungalow,10,Penang,3,9704,573444,16670,Reject,7
7,government,313412,23,no,3,4,16,4,4,1,1,bungalow,10,Penang,2,6758,1096585,10389,Reject,9
7,government,573912,13,yes,3,4,16,4,4,1,2,bungalow,10,Penang,3,5908,1093036,16551,Accept,9
7,government,189388,18,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,8463,1429018,11048,Accept,9
7,government,717474,20,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,11290,701456,14533,Accept,9
7,government,716356,12,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,9702,732550,16728,Accept,8
7,government,754160,11,yes,3,4,16,4,4,1,2,bungalow,10,Penang,1,8026,671084,18142,Accept,7
7,government,746763,17,no,3,4,16,4,4,1,3,bungalow,10,Penang,1,11081,1157226,11262,Reject,6
7,government,259280,13,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,7284,1269826,9211,Accept,7
7,government,666033,18,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,8422,880514,15028,Accept,9
7,government,638726,17,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,5958,517786,15838,Accept,6
7,government,425848,22,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,3795,811167,18949,Accept,8
7,government,216776,20,yes,3,4,16,4,4,1,3,bungalow,10,Penang,2,12143,1344297,10730,Accept,7
7,government,460051,17,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,6367,741878,15885,Accept,6
7,government,493874,13,yes,3,4,16,4,4,1,1,bungalow,10,Penang,1,4992,1092162,15745,Accept,6
7,government,777723,16,no,3,4,16,4,4,1,1,bungalow,10,Penang,3,9011,1297723,11676,Accept,7
7,government,426265,13,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,5641,984884,7706,Accept,7
7,government,177683,10,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,12252,1278932,19549,Accept,7
7,government,108342,15,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,4429,1426795,18747,Accept,7
7,government,182573,13,no,3,4,16,4,4,1,2,bungalow,10,Penang,2,5817,770557,15669,Accept,8
7,government,648553,21,yes,3,4,16,4,4,1,2,bungalow,10,Penang,2,7600,584277,14444,Accept,7
7,government,334452,19,no,3,4,16,4,4,1,2,bungalow,10,Penang,3,8219,639491,14795,Accept,8
7,government,551187,11,yes,3,4,16,4,4,1,3,bungalow,10,Penang,3,7930,1147998,11940,Accept,9
7,government,492781,21,no,3,4,16,4,4,1,3,bungalow,10,Penang,2,5120,1364278,8666,Accept,9
7,government,699788,21,yes,3,4,16,4,4,1,3,bungalow,10,P.Pinang,1,4534,467783,8230,Accept,8
7,government,715259,24,no,3,4,16,4,4,1,2,bungalow,10,P.Pinang,3,8341,646005,14124,Accept,8
7,government,261615,12,yes,3,4,16,4,4,1,2,bungalow,10,P.Pinang,2,10601,435317,15806,Accept,9
7,government,787629,17,no,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,10789,907438,16273,Accept,8
7,government,474002,24,yes,3,4,16,4,4,1,1,bungalow,10,P.Pinang,1,5830,692150,10458,Accept,8
7,government,140022,21,no,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,4376,1102417,19216,Accept,6
7,government,487994,14,yes,3,4,16,4,4,1,3,bungalow,10,P.Pinang,2,7881,1280516,13721,Reject,9
7,government,615223,22,no,3,4,16,4,4,1,2,bungalow,10,P.Pinang,2,4349,906211,16281,Accept,8
7,government,449075,18,yes,3,4,16,4,4,1,3,bungalow,10,P.Pinang,1,9005,1413315,18905,Reject,6
7,government,485966,16,no,3,4,16,4,4,1,2,bungalow,10,P.Pinang,2,8504,1002574,15507,Reject,6
7,government,211363,19,yes,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,3658,1444833,10123,Accept,6
7,government,411149,24,no,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,11959,528187,7725,Accept,9
7,government,614353,22,yes,3,4,16,4,4,1,2,bungalow,10,P.Pinang,2,3868,1373468,18744,Accept,9
7,government,753237,13,no,3,4,16,4,4,1,3,bungalow,10,P.Pinang,3,10169,829861,9210,Accept,7
7,government,727035,15,yes,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,6592,1386933,11276,Accept,6
7,government,698176,21,no,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,11105,1064970,8480,Reject,6
7,government,584172,20,yes,3,4,16,4,4,1,2,bungalow,10,P.Pinang,3,3928,964007,13512,Accept,9
7,government,239092,23,no,3,4,16,4,4,1,3,bungalow,10,P.Pinang,2,5693,770079,15837,Accept,7
7,government,558489,17,yes,3,4,16,4,4,1,1,bungalow,10,P.Pinang,3,9653,1400273,8568,Accept,6
7,government,358324,18,no,3,4,16,4,4,1,3,bungalow,10,P.Pinang,2,6005,944502,9014,Accept,7
3,government,129864,12,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,6813,698797,12615,Accept,9
3,government,404151,11,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,1,12258,782865,11428,Reject,7
3,government,140379,13,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,3,6721,1321427,7628,Reject,7
3,government,185869,17,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,6616,689358,7763,Accept,8
3,government,516667,19,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,10073,671966,10667,Accept,9
3,government,223036,16,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,8700,634526,12758,Accept,9
3,government,775689,11,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,6923,1227046,17305,Accept,6
3,government,585377,12,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,5949,568847,11819,Accept,7
3,government,492356,10,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,9232,979225,9342,Reject,7
3,government,654199,14,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,6381,714564,17405,Reject,7
3,government,143230,16,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,8224,1159833,10195,Accept,6
3,government,378128,22,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,4890,827107,7999,Accept,7
3,government,747631,24,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,1,6404,868918,9725,Accept,9
3,government,543475,20,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,7009,819543,12849,Accept,6
3,government,231828,13,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,2,4917,700449,9076,Accept,6
3,government,112603,18,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,3,9783,749186,17093,Accept,6
3,government,652373,24,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,6755,807838,17146,Accept,9
3,government,583342,14,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,1,7177,919803,9885,Accept,6
3,government,660258,21,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,3,3908,712518,19314,Accept,8
3,government,492972,20,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,11822,1280122,12702,Reject,6
3,government,782887,14,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,1,8446,1340449,8292,Reject,8
3,government,212791,23,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,9404,1426885,15305,Accept,6
3,government,691079,17,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,1,8326,1049402,10662,Accept,7
3,government,436407,10,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,5590,1264472,14979,Accept,7
3,government,406197,23,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,2,7794,512816,18644,Accept,7
3,government,296959,21,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,4761,583186,16058,Reject,7
3,government,190252,15,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,9354,962681,12792,Accept,6
3,government,695145,21,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,7422,853186,13518,Accept,8
3,government,408299,16,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,12261,1082358,19008,Accept,6
3,government,435052,13,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,8754,486528,12782,Accept,9
3,government,188901,21,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,10623,1148589,13633,Reject,8
3,government,757638,14,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,6723,1035895,17533,Accept,6
3,government,241562,11,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,11537,1197420,18188,Reject,6
3,government,484811,18,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,1,6834,1038151,18358,Reject,7
3,government,453382,13,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,12340,990920,12736,Accept,9
3,government,447248,21,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,6458,611847,12249,Accept,9
3,government,378050,13,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,1,10369,680224,14659,Accept,6
3,government,125443,18,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,8763,1373236,9257,Reject,6
3,government,491975,14,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,2,8156,869835,19079,Reject,7
3,government,716865,24,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,1,8849,1012782,17654,Accept,9
3,government,709469,18,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,3,11144,1314618,19283,Accept,9
3,government,277078,19,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,4927,1287403,19907,Accept,7
3,government,375457,19,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,5187,844223,14529,Accept,6
3,government,754298,20,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,3,11848,893962,8324,Accept,8
3,government,689333,23,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,10294,726743,13512,Accept,7
3,government,702807,14,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,5202,948656,12420,Accept,9
3,government,283034,13,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,4097,776787,11446,Accept,6
3,government,767788,15,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,9499,1214974,19544,Accept,6
3,government,150182,22,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,1,5490,783200,17109,Accept,6
3,government,434134,15,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,1,11193,643883,8603,Accept,8
3,government,107627,20,yes,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,8365,634893,12765,Accept,8
3,government,513917,20,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,2,6687,609135,9145,Accept,6
3,government,723797,15,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,7874,545357,16207,Reject,9
3,government,653849,12,no,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,3591,645280,18956,Accept,6
3,government,226114,11,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,8246,1257450,18763,Accept,6
3,government,396399,23,no,3,4,17,4,2,1,1,bungalow,12,P.Pinang,3,7984,1288946,13904,Accept,8
3,government,567434,15,yes,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,6896,1182897,10648,Accept,8
3,government,768380,24,no,3,4,17,4,2,1,2,bungalow,12,P.Pinang,1,6296,1013701,12038,Reject,6
3,government,503491,24,yes,3,4,17,4,2,1,3,bungalow,12,P.Pinang,3,4609,969615,15686,Accept,8
